reviews,reviewer_country,review_date,review_rating,verified
verified review baltimore nice via london ordeal started could check online called ba said flight airport control check airport fair enough known something wrong get airport 3 hour ahead wanted get good seat told premium economy overbooked involuntarily bumped economy never mind bought paid ticket 4 month ago staff even nice quite beligerent offered compensation card 94 got amount dont know would preferred seat tell need contact ba refund difference price need contact moved know moved shouldnt automatic inconvenienced twice mistake send email refund form yet hear week horrible flight severe back pain one reason booked premium extra room made worse economy seat screen work movie although flight attendant try though wanted make bad trip fast forward france tried use compensation card declined tried use amazon nespresso online also declined really ba sent another email telling card working nothing flown ba past happy anymore ba fly problem come,United States,4/16/2017,1,FALSE
verified review business class sale convinced give try trip home sofia boston say wife daughter completely pleased somewhat surprisingly quick efficient checkin business class counter sofia decent contract lounge excellent service food onboard club europe flight london club world flight boston terrific flight attendant much better food used united lh austrian gluten allergy need order special meal three gluten free meal trip among best three included flavorful sauce something lh always omits special meal gallery lounge b satellite terminal excellent much food offer lh o lounge even new ua lounge heathrow t2 quiet comfortable really liked quirky club world business cabin middle section great couple every seat storage drawer entertainment system solid four toilet business class complaint outrageous policy required pay reserve seat together business class fight full probably could gotten seat together checkin want take risk ba got additional revenue obviously,Bulgaria,4/16/2017,9,FALSE
verified review excellent experience roundtrip trip hong kong copenhagen london despite economy class flight attendant attentive also proactive serving need even needed ask friendly made u feel completely home onboard entertainment selection extensive highquality option english international movie high caliber screen interface modern easy use seat flight hkglhr boeing 777300er new much comfortable average older seat pilot incredibly descriptive flight path taking kept u date term turbulence arrival time weather without overbearing overly disruptive regard preboardingground service one checkin representative went way accommodating boyfriend could sit together window seat available checkin due fact bought ticket separately selected seat beforehand really appreciated willingness look could make trip pleasant first time flying british airway long time since last boarded longhaul flight trip exceeded expectation british airway opinion outdated carrier many deem,China,4/15/2017,10,FALSE
verified review london heathrow larnaca british airway used good airline another expensive airline low cost service ticket price still high dont offer food drink short haul flight also let choose seat unless pay really dissapointed,United Kingdom,4/15/2017,2,FALSE
verified review flew london gatwick san jose costa rica flown business numerous occasion noticed decline british airway service flight appalling travelling couple sat centre seat cabin staff appeared ignore offering cabin service ie drink towel etc normal routine stuff many occasion request attention chosen meal available outward return flight sat row 2 front service collection waste item requested galley kitchen restocked end flight looked like bomb site glass cup available even glass water cabin staff noticeable absence flight hot towel soon size postage stamp toilet bag cheap ba totally lost plot longer premium service willie walsh co need take flight emirate qatar etc realise failing business seating configuration ridiculous passenger centre seat hurdle way isle isle passenger leg part trip made domestic flight connect service reverse cost arent ba want become budget airline need offer budget fare dont think clue future avoid unless absolutely necessary positive trip lounge gatwick lounge san jose joke,United Kingdom,4/14/2017,1,FALSE
verified review flight new york jfk london heathrow extremely uncomfortable although entertainment quite good tv food horrible plasticy tasting tasty flight heathrow back jfk many delay although anyones control inconvenient terribly long wait board new plane 5 hour first told would brought new plane soon possible almost hour later many delay disappointment notified passangers wait hour get new plane wish discomfort plane bad food time delay reduced dramatically far good first trip british airway,United States,4/14/2017,1,FALSE
verified review poor customer service british airway partner flight overbooked accommodated different flight day via point oman upset change trip delay would occur result accepted thing happen told go straight boarding flight oman asked ticket second flight given form ticket told would visit transfer desk oman get boarding pass arriving oman clue flight meant full left 4 hour communication anyone transfer unit shop vending machine offer refreshment pleading airport staff placed flight bahrain transferred original planned destination new delhi approximately 12 hour delayed arriving receive single apology day say traumatising experience understatement,United Kingdom,4/13/2017,1,FALSE
verified review change flight back san diego accident required stay hospital id flown first class business class return understand fare structure mean flight changeable ba absolutely help flatly refused change flight buy ticket available class world traveller plus cost 3300 one way first class fight ok nice cabin crew good food grubby cabin clear cost cutting snack water etc galley like used absolutely help return trip despite request flight walking stick id requested aisle seat ask check given seat middle would really annoyed passenger tried get across go loo etc stick really poor value 3300 rubbish seat uncomfortable tv screen arent great food awful clear cost cut massively maybe plan offer rubbish food introduce food buy long haul feel grateful pity really obviously ba call want nofrills airline id rather honest u choose amongst many frill airline keep trying say ba leading brand strong value clearly theyve decided cut cost wherever still charge high price might make profitable follower short term suspect people vote foot fly someone else,United Kingdom,4/12/2017,2,FALSE
verified review philadelphia edinburgh via heathrow january 2017 ive always enjoyed flying british airway usually make yearly trip philly rather flying direct newark via united long haul flight ok food service wee bit slow usual chicken rice ok economy class flight however surprise longer served breakfast even snack morning chicken food got flight wasnt fussed got connecting flight edinburgh found longer served free food point pretty hungry caved got ready pay bacon roll never happened trolly never reached top left heathrow late computer problem meaning missed train connection edinburgh understand thing happen time however recent cut service upcoming densification long short haul fleet make ba lot le attractive furthermore headphone jack ife loose quite difficult watch film flight disappointing side staff desk flight great always considering got flight good price ok although definitely going way fly ba go cheapest direct option future im indifferent recommending flying ba suit best go ahead dont go way fly cheaper direct option go instead isnt anything particularly outstanding,United Kingdom,4/11/2017,4,FALSE
verified review well start business seat supposedly premium brand ticket price excess £5000 lounge lhr t5 need work yes british airway investing long overdue small lounge b gate need rethought offer better food option aircraft refitted apparently scrapped seat remain tired vanity screen working properly entertainment system past best smudge scratch carpet look like need good clean grubby indeed toilet old overall aircraft well past could described premium regarding crew bashed shadow former self sad true many apology rubbish decision management trip galley kitchen poorly stocked many usual item missing eg waitrose fruit yogurt also stopped icecream food served good saving grace meat platter could spoil sliced meat cheese blanket faded ragged toilet bag joke cheap nasty route jewel airline crown one slide priority ladder ba need invest new fleet reenergise crew change catering get choice upgrade seating change seating configuration avoid olympic pole vaulter,United Kingdom,4/11/2017,1,FALSE
verified review london heathrow singapore business class flight heathrow singapore flight took 2 hour late real explanation kept informed seems ba day later taking flight felt like many staff serving friendly one would expect flight let alone business class call request additional water quite basic service element responded friendliness service mindset main meal served absolutely awful supposed asian meal curry prawn like gunge edible really dont know could deemed meal acceptable also breakfast far late seemed big rush try complete service plane landed seemed totally unnecessary hungry course went galley get snack selection poor staff seemed react badly reason noticed big difference snack offer past year ba silver member many year see reason renew always try fly qatar possible going asia service better often price nothing redeeming ba,United Kingdom,4/10/2017,1,FALSE
verified review thinking flying airline second time travelling airline luggage lost two year ago london dublin bag lost two day flight bag left london im stuck dubai winter clothes missing pool beach resort waiting bag turn 3 day clothes upside service board ba559 excellent however business class ba europe flight different economy dont pay business think getting comfy seat,Australia,4/10/2017,4,FALSE
verified review got flight heathrow new orleans say one worst long haul economy class flight ever endure legroom absolute joke long flight first time ever unable open laptop work understand dont offer wifi board seat minuscule unfortunate sitting next somebody rather big boned shall say dreadful experience section one toilet working start flight toilet rapidly descended disgrace cleaning done throughout flight travelled lot year first business economy gold british airway card terrible dont really know ba hope achieve long run guarantee seek airline first considering anybody contemplating going new orleans heathrow fly somebody else get internal connection wont regret ba much chance booking another flight long haul trump winning nobel prize oratory exist,United Kingdom,4/9/2017,1,FALSE
verified review flew reward flight london heathrow brussels weekend decided treat full service experience well looked superb flight attendant great sense humour lunch chicken salad nice dessert notice legroom economy seemed rather worse usual perk blanked seat middle bit chunky like quite difficult manoeuvre tally written newspaper like many reviewer frequent loyal flyer feel ba turned vueling werent excellent pilot flight attendant ba make journey feel comfortable safe would travel ba would try find another full service airline enjoy flying,United Kingdom,4/9/2017,8,FALSE
verified review cabin crew bar one lazy individual excellent t5 feel like monopoly gallery lounge food simply appalling breakfast lunch hot food unused hot food removed 930am sharp leave bread stodgy croissant upstairs a380 need serious clean cabin crew friendly although sense lower morale ba flight often late experience club world a380 seat arent comfortable despite everyone knowing crossing someone leg get still nuisance scrum last use toilet landing one bloke shout id waiting long hed turned tried arrogantly barge many long term loyal passenger starting feel disrespected undervalued let year loyalty serious spending getting paying although charged thats sad bit,United Kingdom,4/8/2017,3,FALSE
verified review sad write review changed lufthansa british airway 10 year ago beening premium airline superior way mostly flying berlin u recent year frequently cape town ba modern plane innovative product like great rather new first class lieflat seat business class new premium economy good economy good seat legroom flying cape town berlin january keep silver status made realise none initial reason choose ba still exists exception great cabin staff feel really sorry owner hired álex cruz last year experienced lowcost airline executive best turning ba lowcost carrier unfortunately result pity service short haul flight reduced service paid snack longhaul worn 747s cape town grimm outlook traveling cramped 777s extra seat squeezed next year onwards british airway premium airline lost realistically year come even status renewed dont think fly dont meanwhile understand company sometimes unterstand correct mistake hope ba hopefully distant future keep great staff ground board,Germany,4/7/2017,1,FALSE
verified review british airway youve messed someone sat office thought would good idea charge food drink flight like many airline said let provide food m make offering classier rest problem 1855 flight marrakech london — dinner time — load passenger wanted food drink service inevitably snailpaced piece friendly advice ba need provide 4 cabin crew handle economy dinnertime flight merely annoy customer sitting near back plane wife got served 2 hour 35 hour flight time tongue hanging whats two sandwich left bagged last two packet crisp youre promising thing cant deliver ba thing advertising standard beautifully photographed food drink menu drive coach horse principle advertising standard 2 cabin crew serving economy soldiered service impressively even managing smile umpteenth time someone payment card failed register machine hint frequent flyer card doesnt work get food drink free meanwhile behind service trolley phalanx passenger leg tightly crossed tried avoid exhorting cabin crew move trolley could access toilet relieve appropriate expression circumstance passenger simply wanted relieve packaging food bought hour earlier several eventually came aisle waving empty bottle m extensive food packaging crew remove sight whoever british airway employed read review website please take note pas management dare process call ryanisation british airway almost complete charge checked baggage yes know thats indirect idiot cant see scam exert extortionate price unfortunate enough tall need legroom emergency exit seat youve devised marvellous system charged cabin service food drink short haul even ba used call medium haul flight annoys half customer board plane oh way dont cabin crew deploy a320 overhead monitor display flight progress costly perhaps suggest ba need return day advertising wonderful slogan minor revision british airway world least favourite airline,United Kingdom,4/7/2017,1,FALSE
verified review flown easyjet ryanair shorthaul journey last 10 year pleased see relatively lowcost ba flight round trip london rome hindsight wish id booked different airline booked ba based legacy reputation say disappointing experience would understatement expected least equivalent service lowcost shorthaul airline certainly worse narrow seat expected seemed far narrow norm regardless excuse seat uncomfortable even 25hr trip almost unbearable coupled fact relatively small 58 knee grazing seat front lucky seat recline feature make matter worse also tantalised ba bragging m supplied food happy pay shorthaul flight dont expect anything free certainly looked delicious picture description sadly sat row 22 meant frustratingly slow pace cabin crew finally getting meant run pretty much everything sandwich fruit salad yoghurt asked response bottle water kit kat asking cabin crew little option response surprising say least never give u enough food mad give u 6 sandwich whole flight needle say ba longer live past reputation opportunity position best lowcost carrier sadly probably sit 4th 5th list id say id give longhaul chance experience wont bother shame,United Kingdom,4/6/2017,1,FALSE
: cross_mark_button : unverified london heathrow munich return used enjoyable experience flying ba sadly cutback kicking travelling ba feel like bit chore loss free barfood service european flight real step even worse cynical way happened downgrading food offering much seemed like improvement offer paidfor m food board oh replacing free drink drink pay improvement service beyond even free tea bottle water asked tap water flight earlier year avoid paying find tasted chlorine wouldnt recommend cardonly payment system chaos well take forever trolley get one end plane next list outrageous price ba charge select seat advance wishing pay time checked flight maximum 24 hour advance 5 6 seat whole plane could choose took sole window seat available right back plane far first choice seat carrier let select seat checkin free easyjet charge half ba charge select equivalent seat advance pick one preferred seat easyjet also get priority checkin boarding money ba checkin t5 also hassle occasion first checkin machine wouldnt work second printed boarding pas wouldnt let print bag tag couldnt use bag drop counter queue checkin desk wasting time minor delay due fog wasnt ba fault didnt hige impact flight pretty smooth cabin crew good way back business meeting finished early tried take advantage one remaining real pro flying ba europe standard economy fare ability switch flight free ontheday could earlier flight full rather sit munich airport afternoon rebooked lufthansa instead summary flying ba european route day aware ba nofrills carrier lower expectation level youll probably pleasant flight,United Kingdom,4/6/2017,5,FALSE
verified review belfast gibraltar via heathrow return fly british airway always impessed satisfied flight heathrow gibraltar uneventful clean aircraft delay issue apart lack drink snack id love know thought would good idea flying short haul nothing differentiate ba easyjet frill airline add lack choice menu couple sandwich dont like mayo cheese youre luck well done ba youve alienated loyal customer hardly likely attract new one flight heathrow belfast main gripe flight meant depart 1645 delayed 1720 hardly big deal right wrong gate went 1650 led bus took u aircraft 1730 everyone boarded hardly big deal except didnt take 1830 meant dog spend extra night kennel back late pick flight full wouldnt bad hadnt lady sitting couple row front stank wont go detail smelled rancid row back didnt get worst could see others closer good time needle say didnt enjoy flight would go far say probably worst flight ive ive flown monarch easyjet email ba concern didnt bother reply well done ba youre squandering customer good toward like youre burning fifty pound note,United Kingdom,4/5/2017,2,FALSE
verified review flew gatwick cancun british airway lost way front line staff still excellent behind scene customer service time low quality aircraft seating airline need sharpen act even passenger desert,United Kingdom,4/5/2017,3,FALSE
verified review british airway got wrong short european haul malaga gatwick seated front end economy class food drink trolley block access toilet seated tail end plane food likely run flight promised m limited snack £180 water £120 kitkat creditdebit card cash meant painfully slow service one working toilet economy class one order business class toilet front reach cattle class leaving wait hour allowed use one working toilet back plane 80 minute combination food trolley blocking aisle air turbulence cabin crew seems desperate get 1 trolley hence slowness end cabin people needing toilet obviously priority certainly let pas 40 minute without air turbulence ba gone cattle,United Kingdom,4/4/2017,1,FALSE
verified review london new york long time since british airway flight time kind t5 lhr cavernous reasonably easy navigate work thing feel bit hit miss compared changi hk flight old b747 new seating ife old boarding process chaotic extra security check gate hardly surprising seat comfort ok albeit tight narrow ife great highlight lunch served eaten lounge left largely uneaten biggest problem staff morale seemed keen get service way dim light disappear evidence cost cutting water provided asked wine glass cheap cutlery etc ba premium airline look offering ryanair standard compared asian usual ride qantas ba slipped significantly shame great airline fly one time,Australia,4/3/2017,6,FALSE
verified review flight gatwick grenada return british airway lounge south terminal good flight staff good decent food plane clean struggled get head around paying business class flight ba expect pay additional £77 per person way reserve seat 4 u traveling add excess £600 flight cost ba tell free 24 hour departure actually 3 day departure seat gone would expect paying business class automatically get seated together appears one couple return flight reserved seat paying business class made stand galley everybody boarded 2 seat together,United Kingdom,4/2/2017,7,FALSE
verified review flew lisbon london return british airway never fails term time end business 30 flight said good thing past seem cutting corner everything passenger given even small cracker strange reason plane stop hub go remote stand take forever get terminal worth money spent,Portugal,4/2/2017,4,FALSE
verified review amsterdam cape town via gatwick 13 hour night flight discovered seat broken could recline spent 13 hour sitting upright everyone around reclined position complained crew unable solve problem advised issue complaint returned home amsterdam exactly ba replied unfortunate bad ecperience offered gbp25 gift voucher woud unfair passenger gave insult unfair paid price rest passenger thats unfair want communicatie anymore regarding matter arrogant customer friendly feel cheated british airway obviously value customer gbp25voucher woud adequate short trip day long overnight flight insult sent 2 email decided dont want communicate anymore,Netherlands,4/1/2017,4,FALSE
verified review scheduled fly ba208 miami london january 18th boarding departure went normal close takeoff ordeal began captain announced technical problem approx 0915 pm thats horror started overall ended sitting plane 0100 finally allowed leave plane attempt fix fault failed given accomodation 45 min drive miami airport checkin took another 30 min due long queue stranded passenger place like freezer rebooked flight next day downgraded premium economy economy old tatty 747 uncomfortable seat entertainment screen size mobile phone worst delay one day forced add another night london cancel connection munich total additional expense counting difference premium economy paid economy 500 including gap economy premium economy probably 900 service oriented company would opportunity make difference submitted compensation claim incl proof expense per protocol online confirmation followed call wait approx 45 min talk human told expense refundable would compensated remaining confirmation email etc paid mere 50 account explanation supposed expense 900 decided research appears eu law airline required compensate consequential damage delay 3 hour delay 21 hour absolutely atrocious customer service lousy product earth ba deserves 4 star beyond,Australia,3/29/2017,2,FALSE
verified review london heathrow los angeles worst flight ever british airway see fallen top 10 lazy oblivious staff member ran food meal time promised replacement nothing came cleared away tray got oh sorry rere heated meal leaving service light 15 minute looking water went back plane find 2 member staff reading paper even complaining customer service flight werent treated much better wasnt avios program enough put life time,United Kingdom,3/29/2017,3,FALSE
verified review never bad experience british airway cabin staff rude lazy obviously want provide service flight mauritius gatwick sunday 26th march 2017 landing monday morning 27th march second cup coffee offered breakfast take plate back landing two occasion steward pointed cloth floor expected pick without please thanks food good staff absolutely appalling pay good money business class chaotic rude service expect national airline,United Kingdom,3/27/2017,3,FALSE
verified review london heathrow hong kong new premium economy seat vast improvement previous seat hugely disappointed however inflight offering 13 hour flight premium economy would assumed would similar others offering meal mid flight snack bit wrong bar service meal nothing breakfast exactly economy offering appalling british airway really gone downhill measly service offering went speak crew rear aircraft completely understood customer frustration nothing give ba carrier looked forward flying much anymore crew friendly even seem lost passion anyone flying ba bring additional snack onboard especially travelling kid,United Kingdom,3/27/2017,4,FALSE
verified review frankfurt hong kong via london definitely last time british airway already changed return ticket cathay pacific business class experience ba suffered much cost cutting well every major competitor short flight heathrow afternoon snack pitiful probably worth 3 seat legroom awful far 29 inch size economy cut staff onboard friendly lounge t5 poor crowded food choice standard like cheap motorway café dirty nobody seemed cleaning toilet disgusting evening departure hkg went back terminal find something proper eat onboard ba club world product lousy cheap low quality amenity poor meal choice standard washroom unstocked quite dirty cabin worn scruffy expat living germany remained loyal ba last time waste company money using quite clear ba abusing monopoly situation heathrow cutting cost boost shareholder return without giving one thought longer term reputation profitability airline undecided choosing ba another airline quite simply consider ba disappointed feel cheated,Germany,3/26/2017,2,FALSE
verified review london nairobi return february industrial action found crew friendly attentive food ok spicy chicken didnt much care rather unusually badly prepared great hunk chicken vegetable nice beef husband eating return flight 2 flight attendant due strike excellent made missing staff know lot gripe ba downgrading service flight really good lot drink run sleep time didnt much care cereal bar 2 cup tea made,United Kingdom,3/26/2017,10,FALSE
verified review london heathrow edinburgh british airway domestic economy check t5 okay although little slow fast track security quick used ba gallery north lounge full okay hot food offer mid afternoon boarding a8 clean looking full a319 seat 25a window crew actually friendly normally case ba pleasant flight due turbulence landed time baggage quickly flight bad footnote trip really feeling towards ba order maintain executive club silver status oneworld sapphire take 4 ba flight year domestic route additional 16 european international flight take year either oneworld carrier others ba management british airway making false claim suggesting passenger asked travelled ba 16 time last year wasnt asked wanted devaluation ba executive club asked wanted pay huge extra charge book specific seat certainly never asked wanted simple snack coffee uk european flight replaced buy food neither asked mind paying snack international flight unfortunately british airway fast becoming second rate budget airline order appease shareholder,United Kingdom,3/25/2017,3,FALSE
verified review toronto berlin via london mile mix class first class check toronto good friendly staff fast priority security lane first lounge 15 min unfortunately first lounge full gold card member sit biz lounge good menu eat ground decent selection wine beer fast boarding started greeted door taken 2a excellent rose champagne served friendly professional crew weird tasty starter cured dried salmon followed steak well cooked good cheese course selected available decent sleep fast breakfast served late possible ended decent flight t5 north lounge packed 20 min wait shower looking tatty dirty decent breakfast selection hot roll fruit cereal etc quick board flight berlin ridiculous leg room 30 inch max cramped dont like table middle several couple asked removed ok snack cold meat though stingy portion time arrival fast bag finished good cramped outward leg returning london economy possibly worst short haul flight ever including low cost airline full a321 cramped insufficient bin one service infamous terrible leg roomi understand get even worse ba move 180 pax a320 line charter low cost carrier slow food drink service little take couldnt buy cash accepted even juice water coffee offered free penny pinching denying even glass water make u canadian carrier look high class saving grace great crew embarrassed product deliver whole plane looked fed subdued waiting hell finish final leg toronto 777 included bus mystery tour remote stand nice crew efficient offered decent service poor lunch roast chicken weird mash overcooked green biz class food pretty average like economy food afternoon tea fine fast deplaning bag long haul leg ife identical christmas poor choice little new material clearly even ife graded biz class product cutting edge urgent need revamp get rid 8 across lack privacy mighty fallen experiencing four class four leg showed gulf class ba competitor short long haul short haul leg berlin worse budget airline least know youre getting reflected fare extra le leg room fewer toilet reduced quality andor refreshment general downgrading service thing reduced price suggests ba exec iag care bottom line customer reputation world class airline thing left strip customer exec club avios matter time final nail ba coffin hit customer point im hello star alliance,Canada,3/24/2017,4,FALSE
verified review last time book trip booked return trip april 2017 london istanbul month advance ended cancelling 1100 flight moving 0700 flight would work agent telling take time work plan left month calling yesterday told accepted change month ago told agent suggested wait decide later followed fact purchased cabin bag fare travel ipad laptop recent electronics ban ba going force pay £50 bag check device although fault add everything paid reduced legroom pay seat way change even check see reason fly ba longer called travel agent able cancel trip small penalty rebooked turkish airline little cost last minute include food checked bag drink seat selection sometimes boeing 777 route,United Kingdom,3/24/2017,1,FALSE
verified review heathrow terminal 5 great airport dedicated british airway checkin service fast say normal ba staff ground cheerful happy help excited fly new dreamliner london heathrow dubai dream crushed within first step onboard first ife felt old clear something youd expect nonrefurbished b777s choice movie tv show pretty good cant fault ba seat nice head rest excellent leg room okay cabin crew lazy want serve u waiting 7 minute someone come bright light hovering head food okay first meal hot option good two meat nothing could ask plane however big however second meal given breakfast bar disgraceful much budget thought maybe something happened food gave u breakfast bar instead return journey given cookie lunch people laughing looking cooky disgrace cant believe downhill ba gone incredible airline charge shorthaul flight think theyre running money unfortunately booked flight marrakech expereince promise would last time fly ba,United Kingdom,3/23/2017,3,FALSE
verified review british airway use version 747 minimal number economy seat route london heathrow johannesburg every seat outward return flight occupied make bigger profit seat business class etc squeeze economy class people confined area seat narrow seat cushion hard large person next trip paid aisle seat case comfort impossible food passable two meal long flight cabin crew surprisingly young seem training polite efficient obeyed instruction disappear flight flight time ancient 747s showing age even though revamped looked tired clean alternative aircraft used route airbus 380 fellow passenger said seat even tighter aircraft tiie ba started compete complacent,United Kingdom,3/22/2017,5,FALSE
verified review 73 year old scheduled fly montreal heathrow january 30th athens february 1st would catch another connection cyprus delayed montreal 5 hour never given reason stuck aircraft 9 pm 3am cause custom closed wait another 6 hour heathrow missed connection athens connection athens cyprus never offered accomodation compensation book another flight february 2nd book stay hotel close athens airport contacted british airway replied usual vague comment followed never got reply clearly ignored never use british airway,Canada,3/22/2017,1,FALSE
: cross_mark_button : unverified flew british airway london heathrow innsbruck overall ok value money route price difference economy club often £100 well outbound slow checkin overcrowded lounge desperate need refurbishment particularly horrible toilet priority boarding bussed like sardine long journey t3 plane sat board flight early nice breakfast good cc return lounge voucher compensate lounge priority security priority boarding cc good board ok lunch seat business economy business ticket meant ski carried free would cost £70 economy,United Kingdom,3/21/2017,6,FALSE
: cross_mark_button : unverified london heathrow dublin booked business class expecting extra legroom seat economy still disgusted rip get away answer people like pay excessive air fare fly well disgraceful ashamed,United Kingdom,3/21/2017,1,FALSE
verified review london dublin flown british airway 12 month recently made mistake booking fly dublin london heathrow terminal 5 started downloaded ba app apple app store tried check night using app getting error message saying possible check time thought nothing tried morning sat taxi airport app noticed flight delayed approx 1 hour minute considering local flight flying hand luggage decided stop get food flown multiple time past 3 month least sometimes twice every week impression long airport hour 15 minute flight issue thats whole point flight update got ba self service machine 55 minute remaining original flight timing almost 2 hour actual flight time issue printing boarding pas told helper go zone e get boarding pas printed counter staff waiting 20 minute queue bearing mind flight delayed hour still 15 hour remaining flight take told flight closed hour flight time help ca fly flight take next one 8am flight moved 11am flight discussing check manager told nothing doesnt make rule needle say book onto next flight despite security waiting area hour actual flight took ba customer treated ie time original flight despite getting notification flight delayed one definitely flying ba rule helpful towards customer one way traffic seems case putting value customer time ie must wait inside airport like idiot despite knowing flight massively late,United Kingdom,3/20/2017,3,FALSE
: cross_mark_button : unverified london barbados used avios point making reservation disappointed high charge reserve seat advance crew pleasant aircraft reasonably clean choice main meal available british airway policy offering fun size mar bar instead second meal unacceptable opinion airline offering budget experience premium price making booking,United Kingdom,3/20/2017,3,FALSE
verified review london heathrow bangkok first time flying british airway heard bad review disappoint tired old aircraft seat would fully recline unlike person front entertainment system dreadful flickeered trip even use much end food good give check fast efficient plane pretty much time wifi charging facility onboard,United Kingdom,3/20/2017,5,FALSE
verified review flew british airway beijing london heathrow emerald member one minute checkin dedicated counter appreciated bgs lounge ba us welcome surprise owing fact many japanese food option time jal also share lounge business section almost first albeit people boarding seamless value end two meal 11 hour flight requesting snack directed copy highlife sweet treat menu sugar family item priced around £23 declined stayed hungry meal served carbrich pasta tasteless rice meal dry tasteless minimal need know ba cut back much really drink meal drink meal transcon flight crew friendly enough free exitrow seat friend emerald benefit,United Kingdom,3/17/2017,4,FALSE
verified review flew london heathrow geneva fast track security lhr terminal 5 misnomer want fast track choose airline departing t2 t3 boarding aircraft nightmare priority boarding gate herded onto bus condition resembled cattle truck line tarmac step board board seat arranged benefit british airway flexibility convenience passenger three seat side aisle centre one blanked extra seat width legroom knee sear front unless one sits twisted spine good similar arrangement newer british airway a320s overall one expects business class negates positive aspect flight,United Kingdom,3/17/2017,2,FALSE
verified review montreal london heathrow flight service cheap except price expected better value money advance seat selection expensive plain gouging top ticket price complimentary air canada even boarding pas prearranged bag drop montreal one long line british airway ba staff air canada next time,Canada,3/16/2017,1,FALSE
verified review gothenburg san francisco via heathrow returning phoenix ba charge snack drink eurotraveller move surprised ba nothing expensive ryanair easyjet arriving london started 5 hour delay due mouse spotted onboard shabby worn boeing 772 plane swapped left yet another shabby worn b772 seat comfortable aircraft dirty ba cut back amenity world traveller used sleeping mask sock tooth brush headphone headphone provided returning phx even older b747 overall disappointed couple year ago switched ba lufthansa find london convenient transit airport airline offering high level service happened used great airline sadly nothing low cost carrier charging premium price switch lufthansa,Sweden,3/16/2017,4,FALSE
verified review gatwick mauritius 12 hour flight delayed 1 hour due cleaner advised first officer cabin crew clean plane crumb seat greasy window otherwise fairly average flight woken 2 hour mauritius advised toilet plane full use please waking people like visit toilet surely anyway seatbelt sign illuminated though little turbulence one hour first officer came abject apology toilet working apparently toilet tank hadnt emptied lgw departure two hour leg crossed 200 pax surely flight never departed without emptying tank trust maintain engine better,United Kingdom,3/16/2017,3,FALSE
verified review san diego london excellent flight really good club world service crew crew upper deck knew job anticipated requirement smiled delivering service complaint decent night sleep knock u airline cocked hat know bitter experience stateside trip,United Kingdom,3/16/2017,9,FALSE
verified review flew british airway london heathrow dubai normally write review disappointed service flight ba recent 4 night stay dubai wife make comment staff rude run food came serve try use airline future wherever possible,United Kingdom,3/14/2017,3,FALSE
verified review amsterdam gatwick usual short haul commuter flight difference seating apart empty seat middle three seat apparent additional leg room compared economy class onward flight st lucia paid advanced seating allocation want travel facing back aircraft tired worn interior food reflected outbound crew helpful energetic keen assist possible prompt attend call button used inbound flight tired interior unappealing menu indifferent service redeeming event reading glass pen left board outbound flight returned 5 day later travelled home 1010 british airway staff st lucia managing well hope ba renewing fleet soon first choice carrier long haul travel investment made,Netherlands,3/13/2017,4,FALSE
verified review last experience british airway extremely disappointing offer level service customer used enjoy recent trip london toulouse booked using avios point cancel outward trip personal reason charged extra ended spending 1 flight 2 charge food drink shorthaul flight even purchase bottle water akin lcc easyjet fare still much expensive addition received email airline saying tried contact could contact british airway booking received one missed call message working hour eventually dug right customer service number provided email tried several time get left waiting long eventually gave,France,3/13/2017,2,FALSE
verified review edinburgh luanda via heathrow british airway started charging inflated price food flight already highly priced comparison airline standard pathetic surprise flight empty expensive easyjet ryanair,United Kingdom,3/13/2017,1,FALSE
verified review london heathrow la vega never need write bad airline review british airway worst airline ever flown old shabby dirty plane tv screen broken hanging back seat arrived nice crew member whole flight managed move seat sat dirty dirt seat back old food stain belt drink served meal except water eventually went looking drink beer little wine left white wine asked second yes second drink 9 hour flight told run wine also orange juice awful rude staff exception one worst airline far ever flown,Ireland,3/11/2017,2,FALSE
: cross_mark_button : unverified gatwick bridgetown firstly couldnt book online husband reward flight checked couldnt move seat fixed leave mega early could sit near luckily got seat behind food seat terrible tea time snack insult 2 small cooky breakfast muesli bar already booked ba tampa airline fly direct however annual flight barbados virgin future complained twice check meal broken tray table return trip offered 5000 avios point £40 tie flying especially expire every year disappear might want use cutback cut far ba tip buy sandwich boot way buy something eat way back go airport,United Kingdom,3/11/2017,3,FALSE
: cross_mark_button : unverified flew gatwick san jose costa rica return ba good price £1200 return u flight typically cramped atlantic crossing wife separated unable sit together cabin crew professional lot complimentary drink run food average best lot option ran flight way back plane left 90 minute late crossing quicker 9 hour time made cabin crew good main issue plane seem prepared well nothing seat pocket great referred safety material wasnt catering really disgusting though served vegetable lasagne consisted suet like stodge surrounded runny soup truly horrible worst long haul catering ever served thought whole experience bit shoddy average shame middle east carrier much better virtually every way sad disappointing,United Kingdom,3/10/2017,5,FALSE
